date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:56:41	248/248	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:41%20GMT	https://looksrare.org/_next/static/E0JQCg7VpoPvW--5tF1dU/_ssgManifest.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/E0JQCg7VpoPvW--5tF1dU/_ssgManifest.js	(from https://looksrare.org/)
17:56:42	92/92	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:42%20GMT	https://looksrare.org/_next/static/E0JQCg7VpoPvW--5tF1dU/_middlewareManifest.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/E0JQCg7VpoPvW--5tF1dU/_middlewareManifest.js	(from https://looksrare.org/)
17:56:44	373359/373359	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:44%20GMT	https://looksrare.org/explore	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/explore.html	(from https://looksrare.org/)
17:56:45	325447/325447	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:45%20GMT	https://looksrare.org/collections	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/collections.html	(from https://looksrare.org/)
17:56:45	196702/196702	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:45%20GMT	https://looksrare.org/rewards	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/rewards.html	(from https://looksrare.org/)
17:56:47	1000651/1000651	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:46%20GMT	https://looksrare.org/rewards/trading	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/rewards/trading.html	(from https://looksrare.org/)
17:56:48	102886/102886	---MCZ	200	added ('OK')	text/html	date:Tue,%2010%20May%202022%2009:56:47%20GMT	https://looksrare.org/accounts/me	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/accounts/me.html	(from https://looksrare.org/)
17:56:48	8315/8315	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:48%20GMT	https://looksrare.org/_next/static/chunks/117-9d6a7f5259e51d25.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/117-9d6a7f5259e51d25.js	(from https://looksrare.org/explore)
17:56:50	31856/31856	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:49%20GMT	https://looksrare.org/_next/static/chunks/126-969d0ec9eeee4299.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/126-969d0ec9eeee4299.js	(from https://looksrare.org/explore)
17:56:51	44852/44852	---MCZ	200	added ('OK')	application/javascript	date:Tue,%2010%20May%202022%2009:56:50%20GMT	https://looksrare.org/_next/static/chunks/360-1847176ba74f0b02.js	/Users/joshhung/Desktop/%e5%9b%9b%e4%b8%8b/code/try2/looksrare.org/_next/static/chunks/360-1847176ba74f0b02.js	(from https://looksrare.org/explore)
